Date,CDX.NA.HY,CDX.NA.IG,SPOT,VALUE,Vol,EQU
08/21/2015,103.564,82.9,1.4275,1.1466875,28.03,1970.89
08/20/2015,104.1,81.1,1.4687,1.183775,19.14,2035.73
08/19/2015,104.438,79.69,1.4999,1.207975,15.25,2079.61
08/18/2015,104.695,78.191,1.5788,1.2709375,13.79,2096.92
08/17/2015,104.905,76.75,1.5673,1.25405,13.02,2102.44
08/14/2015,105.001,76.8,1.597,1.2752625,12.83,2091.54
08/13/2015,104.96,76.95,1.5724,1.2615875,13.49,2083.39
08/12/2015,105.028,76.084,1.5217,1.2211875,13.61,2086.05
08/11/2015,105.117,75.495,1.5233,1.2234625,13.71,2084.07
08/10/2015,105.526,73.9,1.6102,1.2857125,12.23,2104.18
08/07/2015,105.245,74.875,1.5709,1.258925,13.39,2077.57
08/06/2015,105.575,74.6,1.6102,1.2709,13.77,2083.56
08/05/2015,106.11,72.213,1.6446,1.30515,12.51,2099.84
08/04/2015,106.043,72.4,1.6037,1.2906125,13.0,2093.32
08/03/2015,106.071,72.101,1.5157,1.220875,12.56,2098.04
07/31/2015,106.277,70.967,1.5287,1.2304125,12.12,2103.84
07/30/2015,106.136,71.525,1.6201,1.301775,12.13,2108.63
07/29/2015,106.241,70.336,1.6133,1.2970875,12.5,2108.57
07/28/2015,105.883,71.113,1.5885,1.2612125,13.44,2093.25
07/27/2015,105.505,73.384,1.562,1.2375,15.6,2067.64
07/24/2015,105.785,71.9,1.6183,1.2722125,13.74,2079.65
07/23/2015,106.112,69.75,1.6332,1.2842625,12.64,2102.15
07/22/2015,106.209,68.7,1.6713,1.31275,12.12,2114.15
07/21/2015,106.698,67.6,1.653,1.2956125,12.22,2119.21
07/20/2015,106.939,66.15,1.706,1.330925,12.25,2128.28
07/17/2015,106.976,65.798,1.6695,1.296025,11.95,2126.64
07/16/2015,106.948,65.081,1.653,1.2908625,12.11,2124.29
07/15/2015,106.652,67.6,1.6249,1.2726625,13.23,2107.4
07/14/2015,106.741,67.535,1.6579,1.2985,13.37,2108.95
07/13/2015,106.732,67.992,1.7173,1.343425,13.9,2099.6
07/10/2015,106.42,70.25,1.6562,1.297075,16.83,2076.62
07/09/2015,105.819,73.088,1.5856,1.2361,19.97,2051.31
07/08/2015,105.699,73.55,1.4876,1.16045,19.66,2046.68
07/07/2015,106.27,71.309,1.5464,1.212575,16.09,2081.34
07/06/2015,106.09,71.617,1.5563,1.225125,17.01,2068.76
07/02/2015,106.546,68.2,1.6315,1.2852375,16.79,2076.78
07/01/2015,106.536,68.5,1.7053,1.3383375,16.09,2077.42
06/30/2015,106.257,70.15,1.6479,1.2841,18.23,2063.11
06/29/2015,105.841,72.062,1.6217,1.2671375,18.85,2057.64
06/26/2015,106.871,67.7,1.7545,1.3720375,14.02,2101.49
06/25/2015,106.953,67.53,1.7101,1.3333,14.01,2102.31
06/24/2015,107.053,67.5,1.6656,1.312825,13.26,2108.58
06/23/2015,106.636,65.25,1.6955,1.32695,12.11,2124.2
06/22/2015,106.498,65.499,1.6671,1.300625,12.74,2122.85
06/19/2015,105.984,68.434,1.5709,1.2322,13.96,2109.99
06/18/2015,106.001,68.488,1.6253,1.271125,13.19,2121.24
06/17/2015,105.663,70.316,1.6252,1.2744375,14.5,2100.44
06/16/2015,106.014,69.009,1.6599,1.294425,14.81,2096.29
06/15/2015,105.8,70.266,1.7013,1.3219,15.39,2084.43
06/12/2015,106.309,67.65,1.7444,1.350425,13.78,2094.11
06/11/2015,106.588,66.0,1.7257,1.3371375,12.85,2108.86
06/10/2015,106.53,66.55,1.7854,1.38455,13.22,2105.2
06/09/2015,106.295,67.967,1.7537,1.3624625,14.47,2080.15
06/08/2015,106.33,68.545,1.7055,1.3189,15.29,2079.28
06/05/2015,106.517,67.097,1.7402,1.3457875,14.21,2092.83
06/04/2015,106.713,66.159,1.6409,1.2780625,14.71,2095.84
06/03/2015,106.882,65.401,1.6869,1.3068875,13.66,2114.07
06/02/2015,107.091,64.162,1.6063,1.2563375,14.24,2109.6
06/01/2015,107.117,64.0,1.5457,1.2202125,13.97,2111.73
05/29/2015,107.088,64.15,1.4853,1.1738375,13.84,2107.39
05/28/2015,107.075,64.051,1.5163,1.193875,13.31,2120.79
05/27/2015,107.185,63.096,1.5303,1.2035,13.27,2123.48
05/26/2015,107.014,64.121,1.5203,1.1848125,14.06,2104.2
05/22/2015,107.078,64.1,1.5617,1.212325,12.13,2126.06
05/21/2015,107.153,63.625,1.5117,1.1793,12.11,2130.82
05/20/2015,106.946,64.45,1.5513,1.2085875,12.88,2125.85
05/19/2015,106.999,64.35,1.6026,1.2415375,12.85,2127.83
05/18/2015,107.023,63.479,1.5362,1.198075,12.73,2129.2
05/15/2015,107.201,62.794,1.4603,1.1385875,12.38,2122.73
05/14/2015,107.032,63.9,1.5046,1.17635,12.74,2121.1
05/13/2015,106.699,65.751,1.5655,1.21985,13.76,2098.48
05/12/2015,106.755,65.259,1.5621,1.2159,13.86,2099.12
05/11/2015,106.8,65.132,1.6,1.2398875,13.85,2105.33
05/08/2015,107.271,63.208,1.4879,1.1628625,12.86,2116.1
05/07/2015,106.628,66.075,1.5616,1.2120625,15.13,2088.0
05/06/2015,106.631,65.75,1.5862,1.2381,15.15,2080.15
05/05/2015,107.027,64.2,1.5499,1.2088625,14.31,2089.46
05/04/2015,107.277,62.951,1.5023,1.1784375,12.85,2114.49
05/01/2015,107.24,63.0,1.4989,1.1644375,12.7,2108.29
04/30/2015,107.142,63.668,1.4254,1.1162625,14.55,2085.51
04/29/2015,107.286,62.912,1.4221,1.112675,13.39,2106.85
04/28/2015,107.491,61.352,1.4013,1.1019,12.41,2114.76
04/27/2015,107.494,61.2,1.3371,1.0429875,13.12,2108.92
04/24/2015,107.479,61.2,1.3141,1.0307875,12.29,2117.69
04/23/2015,107.447,61.425,1.3651,1.0643875,12.48,2112.93
04/22/2015,107.502,61.642,1.393,1.082425,12.71,2107.96
04/21/2015,107.41,62.201,1.3307,1.0383875,13.25,2097.29
04/20/2015,107.355,62.65,1.3176,1.033725,13.3,2100.4
04/17/2015,107.203,63.592,1.3062,1.01705,13.89,2081.18
04/16/2015,107.466,61.6,1.2998,1.011075,12.6,2104.99
04/15/2015,107.637,60.836,1.3145,1.018,12.84,2106.63
04/14/2015,107.498,61.901,1.3374,1.0319375,13.67,2095.84
04/13/2015,107.514,62.206,1.3668,1.0527,13.94,2092.43
04/10/2015,107.722,60.943,1.3946,1.0777375,12.58,2102.06
04/09/2015,107.716,60.743,1.3978,1.077225,13.09,2091.18
04/08/2015,107.671,60.703,1.3473,1.0466375,13.98,2081.9
04/07/2015,107.703,60.413,1.3213,1.0292375,14.78,2076.33
04/06/2015,107.47,61.35,1.3035,1.0207,14.74,2080.62
04/02/2015,107.332,62.919,1.3506,1.0541375,14.67,2066.96
04/01/2015,107.223,63.45,1.3182,1.031175,15.11,2059.69
03/31/2015,107.113,63.867,1.3701,1.0681,15.29,2067.89
03/30/2015,107.035,64.251,1.4026,1.092,14.51,2086.24
03/27/2015,106.762,64.95,1.4351,1.1070625,15.07,2061.02
03/26/2015,107.81,64.385,1.4579,1.1274,15.8,2056.15
03/25/2015,107.689,65.0,1.4145,1.0983125,15.44,2061.05
03/24/2015,107.907,63.012,1.3602,1.0505375,13.62,2091.5
03/23/2015,107.963,62.95,1.3897,1.0726875,13.41,2104.42
03/20/2015,107.975,63.2,1.4144,1.0871125,13.02,2108.1
03/19/2015,107.596,63.809,1.467,1.1189375,14.07,2089.27
03/18/2015,107.9,62.35,1.3881,1.065275,13.97,2099.5
03/17/2015,107.306,65.202,1.5527,1.1887625,15.66,2074.28
03/16/2015,107.284,65.541,1.5526,1.182575,15.61,2081.19
03/13/2015,107.237,66.2,1.5839,1.203375,16.0,2053.4
03/12/2015,107.602,64.35,1.5968,1.2086,15.42,2065.95
03/11/2015,107.309,65.58,1.6049,1.21585,16.87,2040.24
03/10/2015,107.341,65.3,1.6081,1.223575,16.69,2044.16
03/09/2015,107.68,63.849,1.6493,1.253825,15.06,2079.43
03/06/2015,108.058,62.255,1.6939,1.29265,15.2,2071.26
03/05/2015,107.918,60.303,1.5729,1.1925875,14.04,2101.04
03/04/2015,107.467,61.789,1.5876,1.203075,14.23,2098.53
03/03/2015,107.533,61.921,1.6056,1.2184625,13.86,2107.78
03/02/2015,107.698,61.001,1.5743,1.1945625,13.04,2117.39
02/27/2015,107.61,61.431,1.4988,1.133875,13.34,2104.5
02/26/2015,107.537,61.729,1.5365,1.164875,13.91,2110.74
02/25/2015,107.405,61.926,1.4527,1.114925,13.84,2113.86
02/24/2015,107.306,62.205,1.4559,1.0880625,13.69,2115.48
02/23/2015,107.148,63.733,1.5404,1.1475875,14.56,2109.66
02/20/2015,107.327,63.6,1.5852,1.18695,14.3,2110.3
02/19/2015,106.619,64.454,1.5764,1.1787,15.29,2097.45
02/18/2015,106.539,64.221,1.5181,1.153125,15.45,2099.68
02/17/2015,106.503,65.3,1.6059,1.21515,15.8,2100.34
02/13/2015,106.539,65.1,1.5377,1.1695875,14.69,2096.99
02/12/2015,106.521,65.676,1.4908,1.134275,15.34,2088.48
02/11/2015,106.383,66.546,1.5419,1.171725,16.96,2068.53
02/10/2015,106.359,66.255,1.512,1.15495,17.23,2068.59
02/09/2015,106.248,66.9,1.5069,1.148875,18.55,2046.74
02/06/2015,106.29,66.15,1.4788,1.13595,17.29,2055.47
02/05/2015,106.305,66.3,1.3036,1.007525,16.85,2062.52
02/04/2015,105.974,68.5,1.2484,0.9593625,18.33,2041.51
02/03/2015,106.239,65.5,1.2889,0.98925,17.33,2050.03
02/02/2015,105.863,68.928,1.1789,0.9107,19.43,2020.85
01/30/2015,105.681,70.83,1.1548,0.8957625,20.97,1994.99
01/29/2015,105.861,68.35,1.2698,0.979075,18.76,2021.25
01/28/2015,105.753,69.35,1.2391,0.9361375,20.44,2002.16
01/27/2015,105.969,67.154,1.3354,1.002725,17.22,2029.55
01/26/2015,106.299,65.9,1.3372,1.003225,15.52,2057.09
01/23/2015,106.106,68.3,1.308,0.9778,16.66,2051.82
01/22/2015,106.018,68.4,1.3639,1.0220375,16.4,2063.15
01/21/2015,105.353,70.1,1.3494,1.0190125,18.85,2032.12
01/20/2015,105.124,72.5,1.2797,0.977625,19.89,2022.55
01/16/2015,105.224,72.2,1.3026,0.9909875,20.95,2019.42
01/15/2015,104.834,73.51,1.1613,0.9007125,22.39,1992.67
01/14/2015,105.29,71.48,1.3196,1.0086125,21.48,2011.27
01/13/2015,105.29,71.755,1.3684,1.04925,20.56,2023.03
01/12/2015,105.548,71.269,1.3799,1.0556875,19.6,2028.26
01/09/2015,105.619,70.03,1.419,1.0799625,17.55,2044.81
01/08/2015,105.745,68.71,1.4909,1.1349,17.01,2062.14
01/07/2015,105.19,70.262,1.4779,1.118575,19.31,2025.9
01/06/2015,104.908,72.0,1.478,1.1182,21.12,2002.61
01/05/2015,105.358,69.379,1.5645,1.1725,19.92,2020.58
01/02/2015,106.005,66.574,1.607,1.206875,17.79,2058.2
12/31/2014,106.112,66.551,1.6528,1.2295125,19.2,2058.9
12/30/2014,106.145,66.6,1.679,1.247725,15.92,2080.35
12/29/2014,106.446,65.725,1.7068,1.2681625,15.06,2090.57
12/26/2014,106.825,64.71,1.7611,1.305775,14.5,2088.77
12/24/2014,106.664,64.734,1.7611,1.3107625,14.37,2081.88
12/23/2014,106.594,64.626,1.7355,1.3100875,14.8,2082.17
12/22/2014,106.437,65.15,1.6571,1.2209875,15.25,2078.54
12/19/2014,106.636,64.744,1.6471,1.209425,16.49,2070.65
12/18/2014,106.331,65.389,1.6618,1.222375,16.81,2061.23
12/17/2014,105.661,69.92,1.612,1.186475,19.44,2012.89
12/16/2014,103.983,76.484,1.5164,1.11735,23.57,1972.74
12/15/2014,104.14,74.658,1.5707,1.154575,20.42,1989.63
12/12/2014,104.468,72.779,1.5114,1.1182,21.08,2002.33
12/11/2014,105.15,69.384,1.5952,1.18575,20.08,2035.33
12/10/2014,105.524,68.325,1.559,1.1663625,18.53,2026.14
12/09/2014,106.257,65.041,1.6198,1.21215,14.89,2059.82
12/08/2014,106.251,64.74,1.6626,1.2385625,14.21,2060.31
12/05/2014,106.85,62.698,1.684,1.267,11.82,2075.37
12/04/2014,107.09,61.985,1.5719,1.1750375,12.38,2071.92
12/03/2014,107.38,61.72,1.603,1.2020875,12.47,2074.33
12/02/2014,107.133,62.35,1.5948,1.1943,12.85,2066.55
12/01/2014,107.02,63.0,1.5359,1.1481875,14.29,2053.44
11/28/2014,107.371,60.656,1.4805,1.1043125,13.33,2067.56
11/26/2014,107.605,60.635,1.5587,1.164075,12.07,2072.83
11/25/2014,107.456,60.9,1.5677,1.1711875,12.25,2067.03
11/24/2014,107.399,61.375,1.6008,1.173025,12.62,2069.41
11/21/2014,106.963,64.0,1.6074,1.1793375,12.9,2063.5
11/20/2014,106.483,66.083,1.6288,1.1943625,13.58,2052.75
11/19/2014,106.414,66.85,1.6436,1.2100875,13.96,2048.72
11/18/2014,106.522,67.305,1.6055,1.1832875,13.86,2051.8
11/17/2014,106.661,66.662,1.6253,1.1949625,13.99,2041.32
11/14/2014,106.893,65.6,1.6054,1.1900875,13.31,2039.82
11/13/2014,106.957,65.25,1.6201,1.199525,13.79,2039.33
11/12/2014,107.114,64.65,1.6514,1.2262,13.02,2038.25
11/10/2014,107.221,64.515,1.643,1.2194625,12.67,2038.26
11/07/2014,107.012,65.6,1.5836,1.1731625,13.12,2031.92
11/06/2014,107.071,64.85,1.674,1.2381625,13.67,2031.21
11/05/2014,106.978,65.0,1.6311,1.2044625,14.17,2023.57
11/04/2014,106.818,65.5,1.6244,1.1948125,14.89,2012.1
11/03/2014,106.994,64.426,1.6277,1.1980625,14.73,2017.81
10/31/2014,106.974,64.2,1.6095,1.1828625,14.03,2018.05
10/30/2014,106.591,66.05,1.5718,1.1579875,14.52,1994.65
10/29/2014,106.615,66.0,1.5841,1.1697125,15.15,1982.3
10/28/2014,107.006,64.7,1.5151,1.1070625,14.39,1985.05
10/27/2014,106.855,65.25,1.4873,1.0861875,16.04,1961.63
10/24/2014,106.928,65.125,1.4956,1.091875,16.11,1964.58
10/23/2014,106.689,66.25,1.4928,1.0931375,16.53,1950.82
10/22/2014,106.179,68.3,1.426,1.055025,17.87,1927.11
10/21/2014,106.691,66.257,1.4278,1.0596375,16.08,1941.28
10/20/2014,106.124,69.474,1.4052,1.04065,18.57,1904.01
10/17/2014,105.641,70.65,1.4151,1.0544125,21.99,1886.76
10/16/2014,104.982,73.9,1.3799,1.023025,25.2,1862.76
10/15/2014,104.517,74.25,1.3429,0.993175,26.25,1862.49
10/14/2014,104.508,73.0,1.4404,1.0538625,22.79,1877.7
10/10/2014,105.072,72.0,1.5317,1.1200875,21.24,1906.13
10/09/2014,105.793,70.405,1.5598,1.142675,18.76,1928.21
10/08/2014,106.88,67.2,1.5502,1.150675,15.11,1968.89
10/07/2014,106.395,70.011,1.6221,1.1921625,17.2,1935.1
10/06/2014,106.842,68.069,1.6925,1.239725,15.46,1964.82
10/03/2014,107.116,58.8,1.722,1.2611875,14.55,1967.9
10/02/2014,106.326,62.917,1.6845,1.2366875,16.16,1946.17
10/01/2014,105.984,65.25,1.6698,1.216975,16.71,1946.16
09/30/2014,105.997,64.623,1.7566,1.287675,16.31,1972.29
09/29/2014,105.39,67.083,1.7566,1.2856625,15.98,1977.8
09/26/2014,105.951,64.4,1.7959,1.3071,14.85,1982.85
09/25/2014,106.057,61.9,1.7516,1.2827625,15.64,1965.99
09/24/2014,106.59,59.64,1.7945,1.3280125,13.27,1998.3
09/23/2014,106.499,60.825,1.7577,1.2831875,14.93,1982.77
09/22/2014,106.993,58.926,1.781,1.3042875,13.69,1994.29
09/19/2014,107.397,56.513,1.8109,1.3185,12.11,2010.4
09/18/2014,107.253,57.415,1.8306,1.330775,12.03,2011.36
09/17/2014,107.005,59.0,1.8305,1.3378,12.65,2001.57
09/16/2014,106.636,60.399,1.7738,1.307275,12.73,1998.98
09/15/2014,106.505,61.575,1.7871,1.3083875,14.12,1984.13
09/12/2014,106.87,60.094,1.8169,1.3290625,13.31,1985.54
09/11/2014,107.113,59.353,1.7884,1.3061,12.8,1997.45
09/10/2014,107.255,58.65,1.7883,1.3079625,12.88,1995.69
09/09/2014,107.073,59.75,1.7617,1.286225,13.5,1988.44
09/08/2014,107.654,56.963,1.7187,1.2566375,12.66,2001.54
09/05/2014,107.834,56.258,1.6923,1.23945,12.09,2007.71
09/04/2014,107.786,57.1,1.712,1.25095,12.64,1997.65
09/03/2014,107.965,57.026,1.6725,1.22095,12.36,2000.72
09/02/2014,108.083,57.0,1.684,1.235225,12.25,2002.28
08/29/2014,108.047,56.8,1.625,1.1837875,11.98,2003.37
08/28/2014,108.127,56.65,1.6315,1.1885375,12.05,1996.74
08/27/2014,108.208,56.35,1.6382,1.2038625,11.78,2000.12
08/26/2014,108.233,56.094,1.6597,1.20595,11.63,2000.02
08/25/2014,108.234,56.1,1.6647,1.20575,11.7,1997.92
08/22/2014,107.954,58.009,1.6597,1.208275,11.47,1988.4
08/21/2014,108.252,56.25,1.6299,1.1948,11.76,1992.37
08/20/2014,107.965,57.885,1.6299,1.2047125,11.78,1986.51
08/19/2014,107.993,57.65,1.5755,1.16695,12.21,1981.6
08/18/2014,107.99,57.15,1.5739,1.1568875,12.32,1971.74
08/15/2014,107.601,59.86,1.5361,1.1320125,13.15,1955.06
08/14/2014,107.803,59.435,1.574,1.1604375,12.42,1955.18
08/13/2014,107.623,60.9,1.5773,1.1636625,12.9,1946.72
08/12/2014,107.203,63.3,1.62,1.1884125,14.13,1933.75
08/11/2014,107.215,63.494,1.6151,1.185375,14.23,1936.92
08/08/2014,106.801,64.9,1.6233,1.1852375,15.77,1931.59
08/07/2014,106.206,67.9,1.5971,1.1720875,16.66,1909.57
08/06/2014,106.468,66.128,1.6479,1.2118,16.37,1920.24
08/05/2014,106.601,66.0,1.6627,1.22065,16.87,1920.21
08/04/2014,106.98,63.991,1.6479,1.2208875,15.12,1938.99
08/01/2014,106.211,66.997,1.6627,1.229875,17.03,1925.15
07/31/2014,106.654,64.25,1.7529,1.288925,16.95,1930.67
07/30/2014,107.526,60.559,1.7676,1.305775,13.33,1970.07
07/29/2014,107.543,60.525,1.6881,1.2596,13.28,1969.95
07/28/2014,107.64,59.759,1.703,1.2444875,12.56,1978.91
07/25/2014,107.718,59.67,1.6714,1.229375,12.69,1978.34
07/24/2014,108.016,59.17,1.6945,1.2458125,11.84,1987.98
07/23/2014,108.093,58.746,1.6481,1.21675,11.52,1987.01
07/22/2014,108.088,58.9,1.653,1.2172875,12.24,1983.53
07/21/2014,107.854,59.706,1.6762,1.2314625,12.81,1973.63
07/18/2014,108.167,58.795,1.6679,1.2289,12.06,1978.22
07/17/2014,107.867,60.765,1.6167,1.194425,14.54,1958.12
07/16/2014,108.59,57.214,1.6893,1.2496875,11.0,1981.57
07/15/2014,108.583,57.75,1.6876,1.2524875,11.96,1973.28
07/14/2014,108.782,57.307,1.6711,1.2424875,11.82,1977.1
07/11/2014,108.534,58.6,1.6398,1.2234375,12.08,1967.57
07/10/2014,108.604,57.978,1.6496,1.234775,12.59,1964.68
07/09/2014,108.772,57.352,1.6677,1.253925,11.65,1972.83
07/08/2014,108.69,57.911,1.6891,1.2733875,11.98,1963.71
07/07/2014,108.934,56.172,1.7302,1.2990625,11.33,1977.65
07/03/2014,109.19,55.187,1.7351,1.30555,10.32,1985.44
07/02/2014,108.909,57.124,1.7086,1.2850875,10.82,1974.62
07/01/2014,108.939,56.766,1.6577,1.252075,11.15,1973.32
06/30/2014,108.671,58.929,1.6299,1.2343375,11.57,1960.23
06/27/2014,108.85,57.6,1.6381,1.2381875,11.26,1960.96
06/26/2014,108.852,56.975,1.6479,1.2374125,11.63,1957.22
06/25/2014,108.938,56.425,1.654,1.25995,11.59,1959.53
06/24/2014,108.883,56.424,1.6689,1.251975,12.13,1949.98
06/23/2014,109.13,56.131,1.7021,1.274975,10.98,1962.61
06/20/2014,109.071,57.044,1.6804,1.2620125,10.85,1962.87
06/19/2014,109.076,56.5,1.6751,1.2625375,10.62,1959.48
06/18/2014,108.9,56.95,1.6717,1.2463375,10.61,1956.98
06/17/2014,108.415,60.17,1.7497,1.294425,12.06,1941.99
06/16/2014,108.428,60.518,1.6964,1.2660625,12.65,1937.78
06/13/2014,108.541,60.015,1.693,1.25705,12.18,1936.16
06/12/2014,108.558,60.499,1.6828,1.2462875,12.56,1930.11
06/11/2014,108.761,58.63,1.7009,1.2590875,11.6,1943.89
06/10/2014,108.993,57.483,1.7124,1.2657125,10.99,1950.79
06/09/2014,109.043,57.361,1.6759,1.23795,11.15,1951.27
06/06/2014,109.029,57.312,1.6428,1.2193375,10.73,1949.44
06/05/2014,108.681,60.195,1.6245,1.205275,11.68,1940.46
06/04/2014,108.348,62.2,1.6392,1.2200375,12.08,1927.88
06/03/2014,108.435,62.268,1.6424,1.223625,11.87,1924.24
06/02/2014,108.413,62.75,1.5899,1.1892625,11.58,1924.97
05/30/2014,108.36,62.5,1.5391,1.1615875,11.4,1923.57
05/29/2014,108.24,62.575,1.5293,1.158525,11.57,1920.03
05/28/2014,108.097,62.975,1.4796,1.1444125,11.68,1909.78
05/27/2014,108.109,62.541,1.5257,1.158075,11.51,1911.91
05/23/2014,107.963,63.5,1.5241,1.1635,11.36,1900.53
05/22/2014,107.825,63.939,1.5425,1.1703375,12.03,1892.49
05/21/2014,106.745,65.5,1.5228,1.161125,11.91,1888.03
05/20/2014,106.569,66.351,1.5081,1.1506,12.96,1872.83
05/19/2014,106.816,65.25,1.5459,1.168375,12.42,1885.08
05/16/2014,106.84,65.0,1.5541,1.170475,12.44,1877.86
05/15/2014,106.802,65.431,1.5231,1.1528,13.17,1870.85
05/14/2014,107.18,63.459,1.5641,1.1828875,12.17,1888.53
05/13/2014,107.255,62.459,1.6134,1.2152125,12.13,1897.45
05/12/2014,107.206,62.717,1.6628,1.2447875,12.23,1896.65
05/09/2014,107.061,63.983,1.6282,1.2231125,12.92,1878.48
05/08/2014,106.976,64.375,1.625,1.22285,13.43,1875.63
05/07/2014,106.989,64.855,1.6512,1.219675,13.4,1878.21
05/06/2014,106.748,65.916,1.6775,1.2359,13.8,1867.72
05/05/2014,106.805,64.876,1.6791,1.2391125,13.29,1884.66
05/02/2014,106.882,64.53,1.6627,1.2331125,12.91,1881.14
05/01/2014,106.928,64.247,1.6577,1.23405,13.25,1883.68
04/30/2014,107.031,64.54,1.6757,1.2487125,13.41,1883.95
04/29/2014,106.902,65.938,1.7347,1.2828625,13.71,1878.33
04/28/2014,106.971,66.0,1.7397,1.2825875,13.97,1869.43
04/25/2014,106.81,67.389,1.7249,1.2671125,14.06,1863.4
04/24/2014,107.09,66.273,1.7364,1.2788125,13.32,1878.61
04/23/2014,107.128,65.75,1.7244,1.2881375,13.27,1875.39
04/22/2014,107.286,65.625,1.7327,1.266,13.19,1879.55
04/21/2014,107.124,67.05,1.721,1.2626625,13.25,1871.89
04/17/2014,107.125,67.938,1.7342,1.2675625,13.36,1864.85
04/16/2014,106.982,68.5,1.6464,1.21495,14.18,1862.31
04/15/2014,106.766,69.125,1.62,1.2149875,15.61,1842.98
04/14/2014,106.786,68.54,1.6134,1.222075,16.11,1830.61
04/11/2014,106.588,69.75,1.5757,1.2061375,17.03,1815.69
04/10/2014,107.015,67.95,1.5905,1.2122125,15.89,1833.08
04/09/2014,107.557,65.375,1.6233,1.2356125,13.82,1872.18
04/08/2014,107.147,67.868,1.666,1.2521125,14.89,1851.96
04/07/2014,107.194,68.188,1.6775,1.259175,15.57,1845.04
04/04/2014,107.492,67.438,1.6972,1.27695,13.96,1865.09
04/03/2014,107.756,67.135,1.796,1.3327,13.37,1888.77
04/02/2014,107.761,67.656,1.7926,1.335375,13.09,1890.9
04/01/2014,107.712,67.688,1.7316,1.301,13.1,1885.52
03/31/2014,107.443,69.313,1.7184,1.2806875,13.88,1872.34
03/28/2014,107.227,70.65,1.7479,1.3013,14.41,1857.62
03/27/2014,107.067,71.333,1.715,1.2839375,14.62,1849.04
03/26/2014,107.668,72.2,1.6724,1.2855875,14.93,1852.56
03/25/2014,107.804,71.504,1.729,1.296125,14.02,1865.62
03/24/2014,107.701,72.033,1.7306,1.2936,15.09,1857.44
03/21/2014,107.809,70.99,1.7071,1.2937875,15.0,1866.52
03/20/2014,107.816,71.625,1.7001,1.3016625,14.52,1872.01
03/19/2014,107.471,64.894,1.7067,1.301875,15.12,1860.77
03/18/2014,107.751,63.319,1.546,1.2187,14.52,1872.25
03/17/2014,107.446,65.25,1.5674,1.2336625,15.64,1858.83
03/14/2014,106.972,67.705,1.5345,1.2093625,17.82,1841.13
03/13/2014,107.054,67.902,1.5196,1.202975,16.22,1846.34
03/12/2014,107.543,65.355,1.5887,1.249875,14.47,1868.2
03/11/2014,107.752,64.19,1.615,1.2690625,14.8,1867.63
03/10/2014,107.845,63.447,1.6215,1.2698125,14.2,1877.17
03/07/2014,107.883,63.625,1.6363,1.276275,14.11,1878.04
03/06/2014,108.064,63.125,1.5687,1.239675,14.21,1877.03
03/05/2014,108.15,62.648,1.5425,1.222425,13.89,1873.81
03/04/2014,108.068,62.625,1.5359,1.2197,14.1,1873.91
03/03/2014,107.523,65.512,1.4576,1.1637,16.0,1845.73
02/28/2014,108.068,63.722,1.5016,1.1909125,14.0,1859.45
02/27/2014,108.073,63.983,1.4821,1.1898875,14.04,1854.29
02/26/2014,107.775,64.938,1.4752,1.202375,14.35,1845.16
02/25/2014,107.784,64.596,1.5115,1.2096125,13.67,1845.12
02/24/2014,107.824,64.159,1.5445,1.2256375,14.23,1847.61
02/21/2014,107.586,65.375,1.5329,1.2205,14.68,1836.25
02/20/2014,107.666,65.0,1.5378,1.23065,14.79,1839.78
02/19/2014,107.388,66.25,1.5164,1.2237625,15.5,1828.75
02/18/2014,107.845,64.22,1.4786,1.20165,13.87,1840.76
02/14/2014,107.881,64.188,1.5246,1.2227375,13.57,1838.63
02/13/2014,107.671,65.0,1.5016,1.218875,14.14,1829.83
02/12/2014,107.583,65.336,1.5623,1.247175,14.3,1819.26
02/11/2014,107.557,65.75,1.5328,1.2288125,14.51,1819.75
02/10/2014,107.249,68.0,1.4705,1.1923375,15.26,1799.84
02/07/2014,107.245,67.787,1.4689,1.1957125,15.29,1797.02
02/06/2014,106.831,70.03,1.5196,1.2123625,17.23,1773.43
02/05/2014,106.182,73.2,1.4902,1.195125,19.95,1751.64
02/04/2014,106.187,73.266,1.4674,1.1809,19.11,1755.2
02/03/2014,105.794,74.875,1.4365,1.1499125,21.44,1741.89
01/31/2014,106.408,71.787,1.4902,1.1963125,18.41,1782.59
01/30/2014,106.454,71.837,1.5098,1.2253375,17.29,1794.19
01/29/2014,106.254,72.775,1.4966,1.22345,17.35,1774.2
01/28/2014,107.228,70.127,1.5562,1.2432375,15.8,1792.5
01/27/2014,106.45,73.0,1.5678,1.2428375,17.42,1781.56
01/24/2014,106.482,73.0,1.5413,1.2278125,18.14,1790.29
01/23/2014,107.35,68.0,1.6008,1.2662,13.77,1828.46
01/22/2014,107.813,65.875,1.7004,1.3246,12.84,1844.86
01/21/2014,107.855,65.835,1.6454,1.2954125,12.87,1843.8
01/17/2014,107.93,65.543,1.6255,1.289275,12.44,1838.7
01/16/2014,108.012,65.375,1.6401,1.30465,12.53,1845.89
01/15/2014,108.246,63.688,1.6715,1.3282625,12.28,1848.38
01/14/2014,107.951,65.0,1.6466,1.3129625,12.28,1838.88
01/13/2014,107.853,66.375,1.5904,1.2821375,13.28,1819.2
01/10/2014,108.28,64.115,1.62,1.3029,12.14,1842.37
