Date,CDX.NA.HY,CDX.NA.IG,SPOT,VALUE,Vol,EQU
01/09/2014,108.072,65.25,1.7487,1.3802,12.89,1838.13
01/08/2014,108.092,65.208,1.7618,1.38665,12.87,1837.49
01/07/2014,108.185,64.5,1.679,1.346475,12.92,1837.88
01/06/2014,108.336,63.25,1.6905,1.3545375,13.55,1826.77
01/03/2014,108.279,63.085,1.7333,1.3708625,13.76,1831.37
01/02/2014,108.238,63.582,1.7181,1.3584375,14.23,1831.98
12/31/2013,108.49,62.625,1.7411,1.3730125,13.72,1848.36
12/30/2013,108.244,64.0,1.7029,1.35105,13.56,1841.07
12/27/2013,108.311,63.583,1.7342,1.367125,12.46,1841.4
12/26/2013,108.583,62.25,1.7425,1.3758125,12.33,1842.02
12/24/2013,108.511,62.688,1.7326,1.3635625,12.48,1833.32
12/23/2013,108.389,63.25,1.6964,1.3374,13.04,1827.99
12/20/2013,107.997,65.125,1.675,1.317975,13.79,1818.32
12/19/2013,107.683,66.333,1.6372,1.3257875,14.15,1809.6
12/18/2013,107.552,67.875,1.5413,1.2926625,13.8,1810.65
12/17/2013,107.033,70.25,1.4948,1.262275,16.21,1781.0
12/16/2013,107.184,69.551,1.5327,1.2858375,16.03,1786.54
12/13/2013,106.938,70.242,1.5292,1.27685,15.76,1775.32
12/12/2013,106.789,70.5,1.5338,1.280175,15.54,1775.5
12/11/2013,106.919,70.5,1.5006,1.2611875,15.42,1782.22
12/10/2013,107.297,68.125,1.4527,1.23635,13.91,1802.62
12/09/2013,107.364,67.49,1.4822,1.25065,13.49,1808.37
12/06/2013,107.042,69.5,1.487,1.2592375,13.79,1805.09
12/05/2013,106.551,72.738,1.485,1.2652625,15.08,1785.03
12/04/2013,106.756,71.0,1.4406,1.2437625,14.7,1792.81
12/03/2013,106.866,70.795,1.3947,1.221875,14.55,1795.15
12/02/2013,107.092,69.868,1.4126,1.2265375,14.23,1800.9
11/29/2013,107.113,70.0,1.3701,1.2050625,13.7,1805.81
11/27/2013,107.247,69.344,1.3636,1.2048625,12.98,1807.23
11/26/2013,107.248,68.875,1.3091,1.1962,12.81,1802.75
11/25/2013,107.256,68.25,1.3338,1.197175,12.79,1802.48
11/22/2013,107.079,68.811,1.3469,1.2025125,12.26,1804.76
11/21/2013,106.786,70.946,1.3632,1.21295,12.66,1795.85
11/20/2013,106.47,72.75,1.373,1.2208875,13.4,1781.37
11/19/2013,106.478,72.875,1.3532,1.194025,13.39,1787.87
11/18/2013,106.679,71.738,1.3121,1.17355,13.1,1791.53
11/15/2013,106.783,70.5,1.3432,1.1951125,12.19,1798.18
11/14/2013,106.629,71.909,1.3284,1.19,12.37,1790.62
11/13/2013,106.73,72.666,1.3545,1.1985625,12.52,1782.0
11/12/2013,106.376,73.517,1.453,1.2434875,12.82,1767.69
11/08/2013,106.675,71.87,1.4118,1.2240125,12.9,1770.61
11/07/2013,106.258,74.291,1.3069,1.151025,13.91,1747.15
11/06/2013,106.618,72.803,1.3362,1.1717875,12.67,1770.49
11/05/2013,106.189,74.807,1.3818,1.189475,13.27,1762.97
11/04/2013,106.473,73.375,1.3524,1.164625,12.93,1767.93
11/01/2013,106.374,73.791,1.3719,1.1763625,13.28,1761.64
10/31/2013,106.532,73.069,1.3294,1.14845,13.75,1756.54
10/30/2013,106.499,73.5,1.3164,1.1471125,13.65,1763.31
10/29/2013,106.942,71.375,1.2632,1.1342125,13.41,1771.95
10/28/2013,106.874,71.846,1.2878,1.135675,13.31,1762.11
10/25/2013,106.918,71.906,1.2813,1.1276125,13.09,1759.77
10/24/2013,106.841,72.5,1.3011,1.1341375,13.2,1752.07
10/23/2013,106.875,72.313,1.2848,1.12985,13.42,1746.38
10/22/2013,107.192,70.172,1.2799,1.1237125,13.33,1754.67
10/21/2013,106.822,72.503,1.3503,1.16965,13.16,1744.66
10/18/2013,107.01,71.75,1.3307,1.1607625,13.04,1744.5
10/17/2013,106.938,71.739,1.3292,1.1649625,13.48,1733.15
10/16/2013,106.511,74.0,1.3881,1.205175,14.71,1721.54
10/15/2013,105.894,77.125,1.4323,1.2442875,18.66,1698.06
10/11/2013,105.835,77.25,1.4175,1.226475,15.72,1703.2
10/10/2013,105.65,79.0,1.424,1.219025,16.48,1692.56
10/09/2013,104.44,83.625,1.4223,1.2220375,19.6,1656.4
10/08/2013,104.155,84.75,1.4223,1.2251875,20.34,1655.45
10/07/2013,104.535,82.75,1.4011,1.1981875,19.41,1676.12
10/04/2013,105.185,79.687,1.4092,1.1975125,16.74,1690.5
10/03/2013,104.877,81.25,1.3555,1.1699125,17.67,1678.66
10/02/2013,104.981,79.875,1.3799,1.17955,16.6,1693.87
10/01/2013,104.889,79.985,1.427,1.1991875,15.54,1695.0
09/30/2013,104.499,82.246,1.3815,1.17675,16.6,1681.55
09/27/2013,104.581,81.161,1.401,1.1919375,15.46,1691.75
09/26/2013,106.136,79.996,1.435,1.2063,14.06,1698.67
09/25/2013,106.033,79.998,1.3913,1.198125,14.01,1692.77
09/24/2013,106.213,79.125,1.4258,1.199575,14.08,1697.42
09/23/2013,106.113,80.435,1.4489,1.2189625,14.31,1701.84
09/20/2013,106.29,80.188,1.4769,1.2316375,13.12,1709.91
09/19/2013,106.451,70.125,1.4884,1.24115,13.16,1722.34
09/18/2013,106.682,70.083,1.4245,1.2083,13.59,1725.52
09/17/2013,106.098,73.25,1.6071,1.299425,14.53,1704.76
09/16/2013,105.76,74.623,1.6219,1.3159875,14.38,1697.6
09/13/2013,105.263,77.375,1.693,1.351225,14.16,1687.99
09/12/2013,105.203,77.934,1.7126,1.3679375,14.29,1683.42
09/11/2013,105.541,76.371,1.7042,1.3688875,13.82,1689.13
09/10/2013,105.158,78.25,1.7671,1.4058,14.53,1683.99
09/09/2013,104.878,79.125,1.7156,1.3686875,15.63,1671.71
09/06/2013,104.169,82.25,1.7569,1.3843875,15.85,1655.17
09/05/2013,103.934,83.875,1.8494,1.4462,15.77,1655.08
09/04/2013,104.185,83.0,1.7415,1.379975,15.88,1653.08
09/03/2013,104.053,83.875,1.677,1.3306625,16.61,1639.77
08/30/2013,103.887,84.31,1.6407,1.29315,17.01,1632.97
08/29/2013,104.107,82.875,1.611,1.282325,16.81,1638.17
08/28/2013,103.887,83.708,1.5753,1.283675,16.49,1634.96
08/27/2013,103.767,84.375,1.5187,1.2382625,16.77,1630.48
08/26/2013,104.564,79.938,1.5867,1.2719875,14.99,1656.78
08/23/2013,104.679,79.25,1.6183,1.2905375,13.98,1663.5
08/22/2013,104.216,81.0,1.6762,1.3239625,14.76,1656.96
08/21/2013,103.565,84.74,1.6427,1.314625,15.94,1642.8
08/20/2013,103.969,82.615,1.5447,1.267075,14.91,1652.35
08/19/2013,103.306,84.5,1.6075,1.2994,15.1,1646.06
08/16/2013,103.99,81.875,1.5627,1.2710375,14.37,1655.83
08/15/2013,104.279,80.0,1.5211,1.253775,14.73,1661.32
08/14/2013,105.048,75.75,1.4766,1.2214125,13.04,1685.39
08/13/2013,105.02,75.5,1.4798,1.225875,12.31,1694.16
08/12/2013,104.994,76.0,1.3848,1.1739125,12.81,1689.47
08/09/2013,105.109,75.644,1.3538,1.155525,13.41,1691.42
08/08/2013,105.189,75.435,1.3571,1.15945,12.73,1697.48
08/07/2013,104.963,76.563,1.3668,1.1629125,12.98,1690.91
08/06/2013,105.465,74.875,1.3896,1.1816625,12.72,1697.37
08/05/2013,105.81,73.088,1.3831,1.1758625,11.84,1707.14
08/02/2013,105.868,73.125,1.3571,1.159375,11.98,1709.67
08/01/2013,105.412,74.625,1.4874,1.2176875,12.94,1706.87
07/31/2013,105.519,75.313,1.3782,1.1591375,13.45,1685.73
07/30/2013,105.473,75.779,1.3896,1.174225,13.39,1685.96
07/29/2013,105.435,76.187,1.388,1.1738,13.39,1685.33
07/26/2013,105.839,74.813,1.3685,1.1563375,12.72,1691.65
07/25/2013,105.489,76.625,1.375,1.164575,12.97,1690.25
07/24/2013,105.388,76.563,1.3782,1.1880625,13.18,1685.94
07/23/2013,105.78,75.313,1.3093,1.13065,12.66,1692.39
07/22/2013,106.371,73.071,1.2963,1.1189625,12.29,1695.53
07/19/2013,106.457,72.937,1.2963,1.1178375,12.54,1692.09
07/18/2013,106.084,74.849,1.3275,1.1372125,13.77,1689.37
07/17/2013,105.92,76.5,1.3096,1.119925,13.78,1680.91
07/16/2013,105.377,78.313,1.3733,1.1511375,14.42,1676.26
07/15/2013,105.541,77.313,1.3733,1.1557625,13.79,1682.5
07/12/2013,105.28,78.438,1.4192,1.1801625,13.84,1680.19
07/11/2013,105.079,78.625,1.3913,1.170225,14.01,1675.02
07/10/2013,104.177,81.703,1.4551,1.2033625,14.21,1652.62
07/09/2013,104.154,82.0,1.4911,1.217125,14.35,1652.32
07/08/2013,103.816,83.188,1.5025,1.2127875,14.78,1640.46
07/05/2013,102.867,87.0,1.6127,1.2739125,14.89,1631.89
07/03/2013,103.062,85.625,1.4173,1.1656375,16.2,1615.41
07/02/2013,103.13,86.5,1.375,1.1431125,16.44,1614.08
07/01/2013,103.497,84.958,1.3782,1.1483125,16.37,1614.96
06/28/2013,102.729,87.08,1.3945,1.1542625,16.86,1606.28
06/27/2013,103.3,86.332,1.3815,1.1466625,16.86,1613.2
06/26/2013,102.706,88.5,1.4168,1.18755,17.21,1603.26
06/25/2013,101.986,92.563,1.49,1.2310125,18.47,1588.03
06/24/2013,100.953,98.063,1.4446,1.1913625,20.11,1573.09
06/21/2013,101.59,94.372,1.4244,1.178875,18.9,1592.43
06/20/2013,101.496,93.797,1.3029,1.1095875,20.49,1588.19
06/19/2013,102.556,88.37,1.2483,1.0737625,16.64,1628.93
06/18/2013,104.252,82.289,1.0568,0.9833375,16.61,1651.81
06/17/2013,104.191,82.289,1.0584,0.9818875,16.8,1639.04
06/14/2013,103.721,84.563,1.0292,0.967375,17.15,1626.73
06/13/2013,104.029,82.291,1.0551,0.9820875,16.41,1636.36
06/12/2013,102.807,87.75,1.1428,1.0391875,18.59,1612.52
06/11/2013,102.934,85.87,1.1102,1.02035,17.07,1626.13
06/10/2013,103.543,84.019,1.1215,1.0222,15.44,1642.81
06/07/2013,104.176,81.291,1.0939,1.0029875,15.14,1643.38
06/06/2013,103.894,83.526,1.0097,0.9585875,16.63,1622.56
06/05/2013,103.1,86.269,1.0177,0.96195,17.5,1608.9
06/04/2013,104.005,82.0,1.0564,0.9907,16.27,1631.38
06/03/2013,104.746,79.041,1.0274,0.9768625,16.28,1640.42
05/31/2013,104.794,79.5,1.0177,0.9813875,16.3,1630.74
05/30/2013,105.62,76.586,1.0064,0.9748125,14.53,1654.41
05/29/2013,105.44,77.25,0.9887,0.976425,14.83,1648.36
05/28/2013,105.656,76.0,1.0166,0.992075,14.48,1660.06
05/24/2013,105.744,76.058,0.8882,0.9075375,13.99,1649.6
05/23/2013,106.27,73.625,0.8909,0.90995,14.07,1650.51
05/22/2013,106.634,71.812,0.899,0.91875,13.82,1655.35
05/21/2013,107.119,70.375,0.819,0.8686125,13.37,1669.16
05/20/2013,106.99,71.25,0.8368,0.88545,13.02,1666.29
05/17/2013,107.128,70.661,0.8302,0.8826,12.45,1667.47
05/16/2013,106.772,71.745,0.7893,0.84865,13.07,1650.47
05/15/2013,106.803,71.72,0.8249,0.8737,12.81,1658.78
05/14/2013,106.619,73.0,0.8572,0.893375,12.77,1650.34
05/13/2013,106.484,73.625,0.8214,0.8679625,12.55,1633.77
05/10/2013,106.756,72.25,0.8132,0.859425,12.59,1633.7
05/09/2013,106.959,71.183,0.7485,0.816775,13.13,1626.67
05/08/2013,107.367,69.25,0.742,0.8000625,12.66,1632.69
05/07/2013,107.351,69.0,0.7467,0.804175,12.83,1625.96
05/06/2013,107.173,70.878,0.7338,0.79205,12.66,1617.5
05/03/2013,106.671,71.767,0.7241,0.7867,12.85,1614.42
05/02/2013,106.37,74.438,0.6473,0.7319375,13.59,1597.59
05/01/2013,105.659,78.0,0.6489,0.735625,14.49,1582.7
04/30/2013,106.23,75.25,0.676,0.7565125,13.52,1597.57
04/29/2013,105.582,76.5,0.6759,0.7557875,13.71,1593.61
04/26/2013,105.273,78.391,0.6807,0.7557375,13.61,1582.24
04/25/2013,105.181,79.245,0.711,0.7810625,13.62,1585.16
04/24/2013,104.894,80.25,0.6919,0.781075,13.61,1578.79
04/23/2013,104.734,80.875,0.6984,0.781,13.48,1578.78
04/22/2013,104.445,82.306,0.6887,0.7734,14.39,1562.5
04/19/2013,104.136,83.995,0.7065,0.7829625,14.97,1555.25
04/18/2013,103.936,85.5,0.6953,0.77295,17.56,1541.61
04/17/2013,104.104,84.25,0.6921,0.7768125,16.51,1552.01
04/16/2013,104.542,81.995,0.7018,0.7870875,13.96,1574.57
04/15/2013,103.722,85.5,0.6761,0.766175,17.27,1552.36
04/12/2013,104.503,82.24,0.6874,0.78655,12.06,1588.85
04/11/2013,104.505,81.689,0.7259,0.814575,12.24,1593.37
04/10/2013,104.281,82.25,0.734,0.8200875,12.36,1587.73
04/09/2013,103.863,85.0,0.6988,0.8001375,12.84,1568.61
04/08/2013,103.751,85.662,0.7052,0.798625,13.19,1563.07
04/05/2013,103.353,87.5,0.6908,0.784925,13.92,1553.28
04/04/2013,103.265,88.125,0.6957,0.802375,13.89,1559.98
04/03/2013,103.125,89.453,0.7244,0.820475,14.21,1553.69
04/02/2013,103.377,87.75,0.7692,0.846,12.78,1570.25
04/01/2013,103.171,90.132,0.7516,0.83565,13.58,1562.17
03/28/2013,103.104,91.0,0.7644,0.8446375,12.7,1569.19
03/27/2013,102.919,92.625,0.7338,0.8434,13.15,1562.85
03/26/2013,104.385,90.75,0.7743,0.8697125,12.77,1563.77
03/25/2013,104.122,91.25,0.7856,0.8711125,13.74,1551.69
03/22/2013,104.273,90.426,0.7953,0.878125,13.57,1556.89
03/21/2013,103.974,91.625,0.7855,0.87045,13.99,1545.8
03/20/2013,104.393,89.75,0.8098,0.8880375,12.67,1558.71
03/19/2013,104.046,82.0,0.7758,0.861825,14.39,1548.34
03/18/2013,104.244,80.5,0.8048,0.884225,13.36,1552.1
03/15/2013,104.46,78.953,0.8307,0.9023125,11.3,1560.7
03/14/2013,104.658,78.6,0.8726,0.92485,11.3,1563.23
03/13/2013,104.392,79.25,0.8758,0.9190875,11.83,1554.52
03/12/2013,104.196,79.854,0.8676,0.9146,12.27,1552.48
03/11/2013,104.228,79.5,0.895,0.93035,11.56,1556.22
03/08/2013,103.974,80.75,0.8852,0.9222625,12.59,1551.18
03/07/2013,103.624,82.937,0.8544,0.9049375,13.06,1544.26
03/06/2013,103.391,84.0,0.8029,0.8803125,13.53,1541.46
03/05/2013,103.464,83.5,0.7756,0.8604875,13.48,1539.79
03/04/2013,103.252,84.845,0.758,0.8496875,14.01,1525.2
03/01/2013,102.814,86.53,0.7404,0.836825,15.36,1518.2
02/28/2013,102.423,88.25,0.7612,0.8497875,15.51,1514.68
02/27/2013,102.615,87.563,0.7835,0.8644,14.73,1515.99
02/26/2013,102.212,89.75,0.7633,0.856675,16.87,1496.94
02/25/2013,101.997,90.5,0.7601,0.8475125,18.99,1487.85
02/22/2013,102.689,86.483,0.8264,0.8907125,14.17,1515.6
02/21/2013,102.19,88.631,0.8361,0.897475,15.22,1502.42
02/20/2013,102.282,87.75,0.8588,0.914575,14.68,1511.95
02/19/2013,102.898,85.528,0.8863,0.9292375,12.31,1530.94
02/15/2013,102.604,86.66,0.8604,0.91695,12.46,1519.79
02/14/2013,102.687,86.25,0.8524,0.912775,12.66,1521.38
02/13/2013,102.703,86.25,0.9056,0.9316375,12.98,1520.33
02/12/2013,102.536,87.5,0.8637,0.905125,12.64,1519.43
02/11/2013,102.295,89.779,0.8492,0.8950625,12.94,1517.01
02/08/2013,102.113,89.75,0.8268,0.8874625,13.02,1517.93
02/07/2013,102.11,90.1,0.8268,0.89005,13.5,1509.39
02/06/2013,102.114,89.75,0.8333,0.8888625,13.41,1512.12
02/05/2013,102.3,88.75,0.8622,0.908,13.72,1511.29
02/04/2013,101.957,90.5,0.8333,0.8893,14.67,1495.71
02/01/2013,102.761,86.375,0.8814,0.9192125,12.9,1513.17
01/31/2013,102.256,89.026,0.8782,0.9079625,14.28,1498.11
01/30/2013,102.081,90.75,0.875,0.9130625,14.32,1501.96
01/29/2013,102.767,86.375,0.8769,0.9230375,13.31,1507.84
01/28/2013,102.794,85.991,0.8621,0.9067375,13.57,1500.18
01/25/2013,102.951,85.125,0.8474,0.9006375,12.89,1502.96
01/24/2013,102.684,86.717,0.7645,0.8428,12.69,1494.82
01/23/2013,102.735,86.875,0.7451,0.8305375,12.46,1494.81
01/22/2013,102.697,86.5,0.7581,0.842075,12.43,1492.56
01/18/2013,102.603,87.435,0.7597,0.8470375,12.46,1485.98
01/17/2013,102.491,87.75,0.7903,0.868275,13.57,1480.94
01/16/2013,102.251,89.0,0.7371,0.83275,13.42,1472.63
01/15/2013,102.226,88.865,0.7484,0.84175,13.55,1472.34
01/14/2013,102.048,89.808,0.7612,0.844925,13.52,1470.68
01/11/2013,102.459,87.464,0.7789,0.85595,13.36,1472.05
01/10/2013,102.689,86.375,0.7934,0.8661125,13.49,1472.12
01/09/2013,102.315,86.978,0.766,0.846425,13.81,1461.02
01/08/2013,102.37,85.87,0.7853,0.8581125,13.62,1457.15
01/07/2013,102.524,85.2,0.8078,0.8763375,13.79,1461.89
01/04/2013,102.446,85.875,0.8077,0.87685,13.83,1466.47
01/03/2013,102.384,85.875,0.8205,0.88385,14.56,1459.37
01/02/2013,102.614,85.25,0.7644,0.848225,14.68,1462.42
12/31/2012,100.653,94.625,0.7229,0.813275,18.02,1426.19
12/28/2012,99.396,101.0,0.7086,0.7919,22.72,1402.43
12/27/2012,100.517,95.0,0.7357,0.815025,19.47,1418.1
12/26/2012,100.647,95.25,0.7596,0.822975,19.48,1419.83
12/24/2012,101.025,93.93,0.7723,0.83145,17.84,1426.66
12/21/2012,101.155,92.99,0.7612,0.827175,17.84,1430.15
12/20/2012,101.941,88.865,0.7739,0.842325,17.67,1443.69
12/19/2012,101.807,90.058,0.7691,0.8467125,17.36,1435.81
12/18/2012,102.067,89.37,0.762,0.8550625,15.57,1446.79
12/17/2012,101.506,92.125,0.7328,0.8206375,16.34,1430.36
12/14/2012,100.788,95.438,0.6877,0.7843125,17.0,1413.58
12/13/2012,100.95,94.673,0.6956,0.8049625,16.56,1419.45
12/12/2012,101.287,93.625,0.6522,0.788,15.95,1428.48
12/11/2012,101.367,93.833,0.6346,0.7690375,15.57,1427.84
12/10/2012,100.94,95.666,0.617,0.7524625,16.05,1418.55
12/07/2012,100.564,97.25,0.6186,0.756875,15.9,1418.07
12/06/2012,100.44,97.712,0.6011,0.74345,16.58,1413.94
12/05/2012,100.244,98.062,0.6027,0.744125,16.46,1409.28
12/04/2012,99.318,100.673,0.6202,0.7523625,17.12,1407.05
12/03/2012,99.74,100.12,0.6234,0.7640125,16.64,1409.46
11/30/2012,100.007,98.938,0.617,0.7596625,15.87,1416.18
11/29/2012,99.954,99.5,0.6266,0.7642,15.06,1415.95
11/28/2012,99.626,101.115,0.6288,0.774275,15.51,1409.93
11/27/2012,99.321,102.5,0.645,0.7764625,15.92,1398.94
11/26/2012,99.447,101.0,0.666,0.789875,15.5,1406.29
11/23/2012,99.561,99.375,0.687,0.80265,15.14,1409.15
11/21/2012,99.195,100.75,0.6791,0.798725,15.31,1391.03
11/20/2012,99.039,101.75,0.6631,0.7834625,15.08,1387.81
11/19/2012,98.553,103.25,0.6311,0.7561,15.24,1386.89
11/16/2012,97.317,110.0,0.6055,0.7411875,16.41,1359.88
11/15/2012,96.993,111.406,0.6217,0.74855,17.99,1353.33
11/14/2012,97.365,108.75,0.6218,0.7504125,17.92,1355.49
11/13/2012,97.836,107.125,0.6235,0.7541875,16.65,1374.53
11/09/2012,97.86,106.975,0.6395,0.7636125,18.61,1379.85
11/08/2012,98.138,104.549,0.6366,0.7667375,18.49,1377.51
11/07/2012,98.94,100.457,0.6765,0.7861,19.08,1394.53
11/06/2012,99.889,96.375,0.7548,0.84495,17.58,1428.39
11/05/2012,99.524,97.084,0.7005,0.8026,18.42,1417.26
11/02/2012,99.485,97.625,0.718,0.8190125,17.59,1414.2
11/01/2012,99.808,96.5,0.7372,0.82245,16.69,1427.59
10/31/2012,99.104,99.935,0.7213,0.8096625,18.6,1412.16
10/26/2012,99.265,98.343,0.7596,0.8400375,17.81,1411.94
10/25/2012,99.476,98.5,0.8235,0.8779875,18.12,1412.97
10/24/2012,99.313,98.797,0.7576,0.8515875,18.33,1408.75
10/23/2012,99.868,97.125,0.7543,0.8380125,18.83,1413.11
10/22/2012,100.396,94.25,0.7883,0.8717125,16.62,1433.82
10/19/2012,100.661,94.0,0.7476,0.8453,17.06,1433.19
10/18/2012,101.376,91.186,0.7863,0.8743375,15.03,1457.34
10/17/2012,101.756,90.25,0.7765,0.8658125,15.07,1460.91
10/16/2012,101.058,92.75,0.6909,0.810725,15.22,1454.92
10/15/2012,100.129,95.875,0.6587,0.784875,15.27,1440.13
10/12/2012,99.883,97.25,0.6587,0.7835,16.14,1428.59
10/11/2012,99.888,97.5,0.6586,0.7899625,15.59,1432.84
10/10/2012,99.611,99.25,0.649,0.7902625,16.29,1432.56
10/09/2012,100.033,98.125,0.6602,0.8036375,16.37,1441.48
10/05/2012,100.666,95.25,0.6746,0.8147375,14.33,1460.93
10/04/2012,100.626,95.31,0.6314,0.7787625,14.55,1461.4
10/03/2012,100.229,96.375,0.5995,0.7494125,15.43,1450.99
10/02/2012,99.877,98.5,0.6139,0.7538625,15.71,1445.75
10/01/2012,99.917,98.5,0.6202,0.755775,16.32,1444.49
09/28/2012,99.844,99.25,0.625,0.7565625,15.73,1440.67
09/27/2012,99.877,98.749,0.6441,0.776575,14.84,1447.15
09/26/2012,101.163,102.436,0.6056,0.7646875,16.81,1433.32
09/25/2012,100.121,103.0,0.6427,0.7887,15.43,1441.59
09/24/2012,101.171,98.75,0.6508,0.8023375,14.15,1456.89
09/21/2012,101.714,96.625,0.6701,0.8186125,13.98,1460.15
09/20/2012,101.809,96.375,0.6878,0.8228125,14.07,1460.26
09/19/2012,102.115,85.75,0.6829,0.8257375,13.88,1461.05
09/18/2012,102.032,85.619,0.699,0.8368625,14.18,1459.32
09/17/2012,102.043,85.583,0.7183,0.8493125,14.59,1461.19
09/14/2012,102.243,83.25,0.7134,0.856,14.51,1465.77
09/13/2012,101.78,86.0,0.6426,0.792375,14.05,1459.99
09/12/2012,100.673,91.144,0.6907,0.81035,15.8,1436.56
09/11/2012,100.233,93.625,0.6634,0.7914375,16.41,1433.57
09/10/2012,99.873,95.666,0.6378,0.7740375,16.28,1429.08
09/07/2012,100.065,93.25,0.6442,0.781675,14.38,1437.92
09/06/2012,99.533,95.439,0.6777,0.790475,15.6,1432.12
09/05/2012,98.365,100.75,0.6218,0.744875,17.74,1403.43
09/04/2012,98.383,101.25,0.6138,0.7335125,17.98,1404.94
08/31/2012,98.278,102.125,0.59,0.7184625,17.47,1406.58
08/30/2012,97.864,103.25,0.6632,0.767425,17.83,1399.48
08/29/2012,98.184,101.124,0.6779,0.787475,17.06,1410.49
08/28/2012,98.128,101.25,0.6762,0.777375,16.49,1409.3
08/27/2012,98.261,100.5,0.6842,0.7836625,16.35,1410.44
08/24/2012,98.079,101.0,0.7069,0.7995625,15.18,1411.13
08/23/2012,97.921,102.0,0.6952,0.7909,15.96,1402.08
08/22/2012,98.394,99.75,0.6935,0.7959125,15.11,1413.49
08/21/2012,98.493,98.875,0.7875,0.853525,15.02,1413.17
08/20/2012,98.633,98.75,0.7874,0.8534875,14.02,1418.13
08/17/2012,98.366,100.0,0.7954,0.8578125,13.45,1418.16
08/16/2012,98.13,101.375,0.8176,0.8701625,14.29,1415.51
08/15/2012,97.683,103.4,0.8012,0.859125,14.63,1405.53
08/14/2012,97.839,103.25,0.7508,0.82355,14.85,1403.93
08/13/2012,97.82,103.0,0.707,0.789575,13.7,1404.11
08/10/2012,97.995,103.021,0.7069,0.7843625,14.74,1405.87
08/09/2012,97.929,103.25,0.7292,0.8030375,15.28,1402.8
08/08/2012,98.067,103.0,0.7258,0.7882875,15.32,1402.22
08/07/2012,97.829,103.5,0.7048,0.775425,15.99,1401.35
08/06/2012,97.8,102.996,0.6517,0.7372125,15.95,1394.23
08/03/2012,97.699,104.0,0.6644,0.7346625,15.64,1390.99
08/02/2012,96.699,109.25,0.6114,0.693775,17.57,1365.0
08/01/2012,97.198,105.75,0.6353,0.7134375,18.96,1375.14
07/31/2012,96.777,107.75,0.581,0.682525,18.93,1379.32
07/30/2012,97.327,106.5,0.6112,0.702525,18.03,1385.3
07/27/2012,97.353,105.25,0.6511,0.7289875,16.7,1385.97
07/26/2012,96.213,111.5,0.5921,0.682175,17.53,1360.02
07/25/2012,95.513,115.663,0.5505,0.6585,19.34,1337.89
07/24/2012,95.418,117.499,0.5426,0.65375,20.47,1338.31
07/23/2012,95.999,113.5,0.5571,0.6658,18.62,1350.52
07/20/2012,96.39,112.25,0.5748,0.6722,16.27,1362.66
07/19/2012,96.917,108.5,0.6087,0.6990125,15.45,1376.51
07/18/2012,96.849,108.375,0.6039,0.6990125,16.16,1372.78
07/17/2012,96.554,111.375,0.6232,0.7141125,16.48,1363.67
07/16/2012,96.218,113.0,0.5993,0.6933375,17.11,1353.64
07/13/2012,96.5,111.999,0.6201,0.7066,16.74,1356.78
07/12/2012,96.092,113.5,0.6235,0.7116125,18.33,1334.76
07/11/2012,96.469,112.0,0.6412,0.73245,17.95,1341.46
07/10/2012,96.41,111.75,0.6189,0.72925,18.72,1341.47
07/09/2012,96.546,111.281,0.6253,0.730575,17.98,1352.46
07/06/2012,96.408,113.0,0.6429,0.7495375,17.1,1354.68
07/05/2012,96.752,109.25,0.6702,0.7773375,17.5,1367.58
07/03/2012,96.751,106.875,0.6957,0.7993375,16.66,1374.02
07/02/2012,96.757,109.375,0.6735,0.779,16.8,1365.51
06/29/2012,96.484,112.768,0.7181,0.805025,17.08,1362.16
06/28/2012,95.151,118.5,0.6878,0.7794875,19.71,1329.04
06/27/2012,95.249,117.75,0.7156,0.7997625,19.45,1331.85
06/26/2012,94.944,119.5,0.722,0.8017,19.72,1319.99
06/25/2012,94.862,119.875,0.7058,0.7850875,20.38,1313.72
06/22/2012,95.554,115.75,0.7543,0.817075,18.11,1335.02
06/21/2012,94.786,118.333,0.7234,0.7926375,20.08,1325.51
06/20/2012,95.547,114.196,0.7524,0.8155125,17.24,1355.69
06/19/2012,95.125,115.687,0.7039,0.788825,18.38,1357.98
06/18/2012,94.476,119.661,0.6813,0.76655,18.32,1344.78
06/15/2012,94.716,118.0,0.6716,0.7603,21.11,1342.84
06/14/2012,94.438,120.978,0.7375,0.7995,21.68,1329.1
06/13/2012,93.957,125.625,0.702,0.7785125,24.27,1314.88
06/12/2012,94.09,123.833,0.7422,0.8052625,22.09,1324.18
06/11/2012,93.64,124.75,0.6843,0.7609375,23.56,1308.93
06/08/2012,94.473,121.625,0.7115,0.779425,21.23,1325.66
06/07/2012,93.962,122.375,0.7098,0.780675,21.72,1314.99
06/06/2012,93.66,122.375,0.7306,0.7858875,22.16,1315.13
06/05/2012,92.663,126.125,0.6793,0.74665,24.68,1285.5
06/04/2012,91.939,127.749,0.6761,0.7277125,26.12,1278.18
06/01/2012,91.99,126.375,0.6202,0.6983125,26.66,1278.05
05/31/2012,92.642,123.875,0.6552,0.7478,24.06,1310.33
05/30/2012,93.238,122.75,0.6887,0.7743125,24.14,1313.32
05/29/2012,93.828,116.959,0.7734,0.83505,21.03,1332.42
05/25/2012,93.565,117.957,0.759,0.8300625,21.76,1317.82
05/24/2012,93.396,117.5,0.783,0.85215,21.54,1320.68
